Year,Month,WeekPeriod,train_station_code,StationName,Train_number,Planned_Train_Departure_Time,PassengersAscending,PassengersDescending
2025,12,יום חול,2960,רעננה דרום,330,17:17:00,161.0,251.0
2025,12,יום חול,3700,,42,17:17:00,,
2025,12,יום חול,3700,תל אביב מרכז,42,17:17:00,3996.0,1147.0
2025,12,יום חול,4600,השלום,41,17:17:00,6908.0,1006.0
2025,12,יום חול,4690,בת ים קוממיות,331,17:17:00,158.0,1548.0
2025,12,יום חול,4600,השלום,756,17:17:00,696.0,2854.0
2025,12,יום חול,4900,תל אביב ההגנה,759,17:17:00,3203.0,306.0
2025,12,יום חול,5010,רמלה,523,17:17:00,154.0,1841.0
2025,12,יום חול,4600,,756,17:17:00,,
2025,12,יום חול,4900,תל אביב ההגנה,657,17:17:00,2975.0,506.0
2025,12,יום חול,4900,תל אביב ההגנה,660,17:17:00,596.0,1353.0
2025,12,יום חול,7000,,44,17:17:00,,
2025,12,יום חול,9600,שדרות,653,17:17:00,154.0,1814.0
2026,1,יום חול,1220,מרכזית המפרץ/קו החוף,462,17:17:00,714.0,86.0
2026,1,יום חול,1260,עפולה,84,17:17:00,59.0,1934.0
2026,1,יום חול,300,פאתי מודיעין,580,17:17:00,9.0,848.0
2026,1,יום חול,2960,רעננה דרום,330,17:17:00,163.0,233.0
2026,1,יום חול,4600,השלום,41,17:17:00,6046.0,819.0
2026,1,יום חול,4690,בת ים קוממיות,331,17:17:00,125.0,1442.0
2026,1,יום חול,5010,רמלה,523,17:17:00,147.0,1720.0
2026,1,יום חול,4600,השלום,756,17:17:00,740.0,3067.0
2026,1,יום חול,4900,תל אביב ההגנה,759,17:17:00,2906.0,306.0
2026,1,יום חול,4900,תל אביב ההגנה,660,17:17:00,335.0,1274.0
2026,1,יום חול,3700,תל אביב מרכז,42,17:17:00,3353.0,1117.0
2026,1,יום חול,4900,תל אביב ההגנה,657,17:17:00,3001.0,434.0
2026,1,יום חול,9600,שדרות,653,17:17:00,157.0,1778.0
2025,12,יום חול,700,,120,17:18:00,,
2025,12,יום חול,700,קרית חיים,120,17:18:00,166.0,735.0
2025,12,יום חול,3700,תל אביב מרכז,977,17:18:00,2459.0,1062.0
2025,12,יום חול,4900,,174,17:18:00,,
2025,12,יום חול,4900,תל אביב ההגנה,174,17:18:00,1135.0,740.0
2026,1,יום חול,700,קרית חיים,120,17:18:00,162.0,673.0
2026,1,יום חול,3700,תל אביב מרכז,977,17:18:00,2280.0,921.0
2026,1,יום חול,4900,תל אביב ההגנה,174,17:18:00,1264.0,844.0
2026,1,יום חול,9200,,335,17:18:00,,
2025,12,יום חול,1220,מרכזית המפרץ/קו החוף,125,17:19:00,1996.0,573.0
2025,12,יום חול,2820,קיסריה פרדס חנה,264,17:19:00,638.0,4541.0
2025,12,יום חול,3300,,525,17:19:00,,
2025,12,יום חול,3100,חדרה מערב,420,17:19:00,1214.0,5353.0
2025,12,יום חול,3600,תא אוניברסיטה,333,17:19:00,1455.0,884.0
2026,1,יום חול,1220,מרכזית המפרץ/קו החוף,125,17:19:00,1678.0,570.0
2026,1,יום חול,2820,קיסריה פרדס חנה,264,17:19:00,537.0,3971.0
2026,1,יום חול,3600,תא אוניברסיטה,333,17:19:00,1191.0,684.0
2026,1,יום חול,3100,חדרה מערב,420,17:19:00,993.0,4751.0
2025,12,יום חול,1820,אחיהוד,418,17:20:00,9.0,1804.0
2025,12,יום חול,2200,בת גלים,40,17:20:00,989.0,1144.0
2025,12,יום חול,4680,בת ים יוספטל,334,17:20:00,575.0,565.0
2025,12,יום חול,4100,בני ברק,332,17:20:00,562.0,188.0
2025,12,יום חול,7300,,865,17:20:00,,
2025,12,יום חול,7300,באר שבע צפון,865,17:20:00,18.0,90.0
2025,12,יום חול,8800,,658,17:20:00,,
2025,12,יום חול,8800,ראש העין צפון,658,17:20:00,204.0,2449.0
2026,1,יום חול,1820,אחיהוד,418,17:20:00,5.0,870.0
2026,1,יום חול,2200,,40,17:20:00,,
2026,1,יום חול,2200,בת גלים,40,17:20:00,843.0,943.0
2026,1,יום חול,4100,בני ברק,332,17:20:00,498.0,176.0
2026,1,יום חול,4680,בת ים יוספטל,334,17:20:00,475.0,558.0
2026,1,יום חול,7300,באר שבע צפון,865,17:20:00,9.0,113.0
2026,1,יום חול,8800,ראש העין צפון,658,17:20:00,192.0,2345.0
2025,12,יום חול,1300,,462,17:21:00,,
2025,12,יום חול,1230,מרכזית המפרץ,86,17:21:00,2175.0,120.0
2025,12,יום חול,1400,קרית מוצקין,120,17:21:00,587.0,1587.0
2025,12,יום חול,1400,,120,17:21:00,,
2025,12,יום חול,1300,חוצות מפרץ,462,17:21:00,326.0,65.0
2025,12,יום חול,2940,רעננה מערב,330,17:21:00,148.0,826.0
2025,12,יום חול,3600,תא אוניברסיטה,265,17:21:00,2560.0,652.0
2025,12,יום חול,3600,תא אוניברסיטה,42,17:21:00,2639.0,973.0
2025,12,יום חול,4600,השלום,660,17:21:00,5520.0,1449.0
2025,12,יום חול,3600,,42,17:21:00,,
2025,12,יום חול,5000,לוד,263,17:21:00,1430.0,1761.0
2025,12,יום חול,4640,צומת חולון,657,17:21:00,296.0,906.0
2025,12,יום חול,9800,,331,17:21:00,,
2025,12,יום חול,9800,"רשל""צ משה דיין",331,17:21:00,576.0,1653.0
2026,1,יום חול,1820,אחיהוד,418,17:21:00,7.0,868.0
2026,1,יום חול,1300,חוצות מפרץ,462,17:21:00,311.0,47.0
2026,1,יום חול,1400,קרית מוצקין,120,17:21:00,581.0,1304.0
2026,1,יום חול,3600,תא אוניברסיטה,265,17:21:00,2180.0,468.0
2026,1,יום חול,2940,רעננה מערב,330,17:21:00,123.0,836.0
2026,1,יום חול,3600,תא אוניברסיטה,42,17:21:00,2501.0,812.0
2026,1,יום חול,1230,מרכזית המפרץ,86,17:21:00,1871.0,91.0
2026,1,יום חול,4600,השלום,660,17:21:00,3916.0,1193.0
2026,1,יום חול,9800,"רשל""צ משה דיין",331,17:21:00,543.0,1539.0
2026,1,יום חול,4640,צומת חולון,657,17:21:00,229.0,837.0
2026,1,יום חול,5000,לוד,263,17:21:00,1288.0,1591.0
2025,12,יום חול,3500,הרצליה,972,17:22:00,709.0,1069.0
2025,12,יום חול,3500,,972,17:22:00,,
2025,12,יום חול,3700,תל אביב מרכז,756,17:22:00,404.0,2815.0
2025,12,יום חול,4900,תל אביב ההגנה,41,17:22:00,2832.0,476.0
2025,12,יום חול,5800,,261,17:22:00,,
2025,12,יום חול,8600,"נתב""ג",171,17:22:00,455.0,3263.0
2025,12,יום חול,5800,אשדוד עד הלום,261,17:22:00,329.0,3367.0
2026,1,יום חול,3500,הרצליה,972,17:22:00,665.0,912.0
2026,1,יום חול,4900,תל אביב ההגנה,41,17:22:00,2659.0,479.0
2026,1,יום חול,3700,תל אביב מרכז,756,17:22:00,430.0,2573.0
2026,1,יום חול,8600,"נתב""ג",171,17:22:00,438.0,2698.0
2026,1,יום חול,5800,אשדוד עד הלום,261,17:22:00,238.0,3180.0
2025,12,יום חול,3400,בית יהושע,266,17:23:00,353.0,4393.0
2025,12,יום חול,4600,,174,17:23:00,,
2025,12,יום חול,4600,השלום,174,17:23:00,7433.0,1087.0
2025,12,יום חול,4900,תל אביב ההגנה,268,17:23:00,1218.0,817.0
2025,12,יום חול,4600,השלום,977,17:23:00,2880.0,716.0
2025,12,יום חול,4900,,268,17:23:00,,
2026,1,יום חול,3400,בית יהושע,266,17:23:00,265.0,4059.0
2026,1,יום חול,4600,השלום,174,17:23:00,7021.0,918.0
2026,1,יום חול,4900,תל אביב ההגנה,268,17:23:00,1501.0,975.0
2026,1,יום חול,4600,השלום,977,17:23:00,2645.0,736.0
2025,12,יום חול,3700,תל אביב מרכז,333,17:24:00,2428.0,742.0
2025,12,יום חול,5000,,422,17:24:00,,
2025,12,יום חול,4660,חולון וולפסון,657,17:24:00,479.0,666.0
2026,1,יום חול,4660,חולון וולפסון,657,17:24:00,384.0,712.0
2026,1,יום חול,3700,תל אביב מרכז,333,17:24:00,2094.0,647.0
2025,12,יום חול,700,קרית חיים,462,17:25:00,50.0,201.0
2025,12,יום חול,300,פאתי מודיעין,124,17:25:00,1112.0,22.0
2025,12,יום חול,700,,462,17:25:00,,
2025,12,יום חול,2100,חיפה מרכז,40,17:25:00,1277.0,1816.0
2025,12,יום חול,3700,תל אביב מרכז,660,17:25:00,2405.0,2029.0
2025,12,יום חול,4170,קרית אריה,332,17:25:00,465.0,611.0
2026,1,יום חול,300,פאתי מודיעין,124,17:25:00,855.0,31.0
2026,1,יום חול,700,קרית חיים,462,17:25:00,32.0,239.0
2026,1,יום חול,2100,חיפה מרכז,40,17:25:00,1152.0,1103.0
2026,1,יום חול,2100,,40,17:25:00,,
2026,1,יום חול,4170,קרית אריה,332,17:25:00,393.0,469.0
2026,1,יום חול,3700,תל אביב מרכז,660,17:25:00,2277.0,747.0
2025,12,יום חול,2300,חוף הכרמל,172,17:26:00,838.0,4047.0
2025,12,יום חול,3400,,525,17:26:00,,
2025,12,יום חול,3600,תא אוניברסיטה,756,17:26:00,106.0,3936.0
2025,12,יום חול,3600,תא אוניברסיטה,123,17:26:00,1669.0,1646.0
2025,12,יום חול,3600,,756,17:26:00,,
2025,12,יום חול,3700,תל אביב מרכז,265,17:26:00,4265.0,2891.0
2025,12,יום חול,5900,אשקלון,655,17:26:00,216.0,6246.0
2025,12,יום חול,8700,כפר סבא,658,17:26:00,241.0,2045.0
2025,12,יום חול,9650,נתיבות,653,17:26:00,61.0,1943.0
2025,12,יום חול,8700,,658,17:26:00,,
2026,1,יום חול,2300,חוף הכרמל,172,17:26:00,784.0,3420.0
2026,1,יום חול,3600,תא אוניברסיטה,123,17:26:00,1439.0,1238.0
2026,1,יום חול,3700,תל אביב מרכז,265,17:26:00,3987.0,2418.0
2026,1,יום חול,3600,תא אוניברסיטה,756,17:26:00,93.0,3401.0
2026,1,יום חול,8700,כפר סבא,658,17:26:00,241.0,1910.0
2026,1,יום חול,5900,אשקלון,655,17:26:00,271.0,6073.0
2026,1,יום חול,9650,נתיבות,653,17:26:00,62.0,1867.0
2026,1,יום חול,9650,,653,17:26:00,,
2025,12,יום חול,1220,מרכזית המפרץ/קו החוף,423,17:27:00,1314.0,312.0
2025,12,יום חול,1220,,423,17:27:00,,
2025,12,יום חול,3310,נתניה קריית ספיר,266,17:27:00,2393.0,3188.0
2025,12,יום חול,4600,השלום,333,17:27:00,2060.0,771.0
2025,12,יום חול,4640,,334,17:27:00,,
2025,12,יום חול,5300,באר יעקב,263,17:27:00,379.0,3685.0
2026,1,יום חול,1220,מרכזית המפרץ/קו החוף,423,17:27:00,1153.0,357.0
2026,1,יום חול,3310,נתניה קריית ספיר,266,17:27:00,2164.0,3115.0
2026,1,יום חול,4600,השלום,333,17:27:00,1970.0,749.0
2026,1,יום חול,5300,באר יעקב,263,17:27:00,344.0,3265.0
2025,12,יום חול,3700,תל אביב מרכז,174,17:28:00,6482.0,513.0
2025,12,יום חול,4600,השלום,268,17:28:00,7722.0,984.0
2025,12,יום חול,4600,,268,17:28:00,,
2025,12,יום חול,4900,תל אביב ההגנה,977,17:28:00,902.0,465.0
2025,12,יום חול,6150,,44,17:28:00,,
2025,12,יום חול,7320,,424,17:28:00,,
2025,12,יום חול,8600,"נתב""ג",759,17:28:00,2536.0,614.0
2026,1,יום חול,3700,תל אביב מרכז,174,17:28:00,5671.0,481.0
2026,1,יום חול,4600,השלום,268,17:28:00,8597.0,1089.0
2026,1,יום חול,4900,תל אביב ההגנה,977,17:28:00,833.0,469.0
2026,1,יום חול,8600,"נתב""ג",759,17:28:00,2416.0,493.0
2025,12,יום חול,1400,,462,17:29:00,,
2025,12,יום חול,680,ירושלים/יצחק נבון,582,17:29:00,2700.0,0.0
2025,12,יום חול,1400,קרית מוצקין,462,17:29:00,138.0,332.0
2025,12,יום חול,4680,בת ים יוספטל,657,17:29:00,638.0,2365.0
2025,12,יום חול,9200,הוד השרון,658,17:29:00,208.0,1692.0
2025,12,יום חול,9200,,658,17:29:00,,
2026,1,יום חול,680,ירושלים/יצחק נבון,582,17:29:00,2297.0,0.0
2026,1,יום חול,1400,קרית מוצקין,462,17:29:00,151.0,338.0
2026,1,יום חול,4680,בת ים יוספטל,657,17:29:00,573.0,2237.0
2026,1,יום חול,9200,הוד השרון,658,17:29:00,211.0,1414.0
2025,12,יום חול,3500,,42,17:30:00,,
2025,12,יום חול,3500,הרצליה,42,17:30:00,3372.0,1430.0
2025,12,יום חול,3600,תא אוניברסיטה,660,17:30:00,2264.0,2102.0
2025,12,יום חול,4600,השלום,265,17:30:00,5188.0,1608.0
2025,12,יום חול,4250,סגולה,332,17:30:00,19.0,758.0
2025,12,יום חול,9000,יבנה מערב,331,17:30:00,279.0,1632.0
2025,12,יום חול,9000,,331,17:30:00,,
2026,1,יום חול,3500,הרצליה,42,17:30:00,3002.0,1558.0
2026,1,יום חול,3600,תא אוניברסיטה,660,17:30:00,2134.0,1711.0
2026,1,יום חול,4250,סגולה,332,17:30:00,32.0,671.0
2026,1,יום חול,4600,השלום,265,17:30:00,5341.0,1218.0
2026,1,יום חול,9000,יבנה מערב,331,17:30:00,296.0,1405.0
2025,12,יום חול,1240,כפר יהושע,86,17:31:00,285.0,1528.0
2025,12,יום חול,1500,,120,17:31:00,,
2025,12,יום חול,1500,עכו,120,17:31:00,320.0,3410.0
2025,12,יום חול,3400,,972,17:31:00,,
2025,12,יום חול,3700,,123,17:31:00,,
2025,12,יום חול,3400,בית יהושע,972,17:31:00,13.0,2111.0
2025,12,יום חול,3700,תל אביב מרכז,123,17:31:00,3170.0,3838.0
2025,12,יום חול,4900,,524,17:31:00,,
2025,12,יום חול,4900,תל אביב ההגנה,524,17:31:00,383.0,692.0
2025,12,יום חול,7000,קרית גת,419,17:31:00,296.0,4289.0
2025,12,יום חול,7000,,419,17:31:00,,
2026,1,יום חול,1240,כפר יהושע,86,17:31:00,241.0,1319.0
2026,1,יום חול,1500,עכו,120,17:31:00,299.0,3185.0
2026,1,יום חול,3700,תל אביב מרכז,123,17:31:00,2916.0,3514.0
2026,1,יום חול,3400,בית יהושע,972,17:31:00,24.0,1914.0
2026,1,יום חול,4900,תל אביב ההגנה,524,17:31:00,431.0,731.0
2026,1,יום חול,7000,קרית גת,419,17:31:00,290.0,4148.0
2025,12,יום חול,2200,בת גלים,172,17:32:00,768.0,1074.0
2025,12,יום חול,2960,רעננה דרום,658,17:32:00,248.0,341.0
2025,12,יום חול,3300,נתניה,266,17:32:00,856.0,6309.0
2025,12,יום חול,2960,,658,17:32:00,,
2025,12,יום חול,3600,תא אוניברסיטה,761,17:32:00,1701.0,19.0
2025,12,יום חול,3700,תל אביב מרכז,268,17:32:00,9083.0,980.0
2025,12,יום חול,3600,תא אוניברסיטה,174,17:32:00,5610.0,968.0
2025,12,יום חול,4900,תל אביב ההגנה,333,17:32:00,522.0,515.0
2025,12,יום חול,4690,בת ים קוממיות,657,17:32:00,352.0,1122.0
2025,12,יום חול,4900,תל אביב ההגנה,334,17:32:00,589.0,923.0
2025,12,יום חול,8550,,39,17:32:00,,
2025,12,יום חול,8550,להבים רהט,39,17:32:00,139.0,2322.0
2026,1,יום חול,2960,רעננה דרום,658,17:32:00,268.0,302.0
2026,1,יום חול,3300,נתניה,266,17:32:00,758.0,5887.0
2026,1,יום חול,3600,תא אוניברסיטה,174,17:32:00,4953.0,733.0
2026,1,יום חול,2200,בת גלים,172,17:32:00,668.0,1014.0
2026,1,יום חול,3600,תא אוניברסיטה,761,17:32:00,1516.0,7.0
2026,1,יום חול,3700,תל אביב מרכז,268,17:32:00,7472.0,901.0
2026,1,יום חול,4900,תל אביב ההגנה,333,17:32:00,534.0,526.0
2026,1,יום חול,4690,בת ים קוממיות,657,17:32:00,302.0,1073.0
2026,1,יום חול,4900,תל אביב ההגנה,334,17:32:00,287.0,965.0
2026,1,יום חול,8550,להבים רהט,39,17:32:00,129.0,2099.0
2025,12,יום חול,1220,מרכזית המפרץ/קו החוף,40,17:33:00,1910.0,2040.0
2025,12,יום חול,2800,בנימינה,122,17:33:00,3072.0,7907.0
2025,12,יום חול,5200,רחובות,263,17:33:00,2465.0,6582.0
2026,1,יום חול,1220,,40,17:33:00,,
2026,1,יום חול,1220,מרכזית המפרץ/קו החוף,40,17:33:00,1754.0,1802.0
2026,1,יום חול,4250,,335,17:33:00,,
2026,1,יום חול,5200,רחובות,263,17:33:00,2293.0,5797.0
2026,1,יום חול,2800,בנימינה,122,17:33:00,2338.0,7362.0
2025,12,יום חול,3600,תא אוניברסיטה,659,17:34:00,2522.0,1101.0
2026,1,יום חול,3600,תא אוניברסיטה,659,17:34:00,2292.0,936.0
2025,12,יום חול,4100,בני ברק,660,17:35:00,494.0,305.0
2025,12,יום חול,3500,,525,17:35:00,,
2025,12,יום חול,4900,תל אביב ההגנה,265,17:35:00,1372.0,818.0
2025,12,יום חול,8800,ראש העין צפון,332,17:35:00,268.0,2135.0
2026,1,יום חול,4100,בני ברק,660,17:35:00,505.0,289.0
2026,1,יום חול,8800,ראש העין צפון,332,17:35:00,184.0,1878.0
2026,1,יום חול,9700,,666,17:35:00,,
2026,1,יום חול,4900,תל אביב ההגנה,265,17:35:00,1481.0,688.0
2025,12,יום חול,400,מודיעין מרכז,583,17:36:00,708.0,0.0
2025,12,יום חול,2940,,658,17:36:00,,
2025,12,יום חול,2940,רעננה מערב,658,17:36:00,161.0,1184.0
2025,12,יום חול,3600,תא אוניברסיטה,268,17:36:00,4210.0,742.0
2025,12,יום חול,4600,,524,17:36:00,,
2025,12,יום חול,4600,השלום,123,17:36:00,3942.0,2542.0
2025,12,יום חול,4600,השלום,524,17:36:00,2121.0,683.0
2025,12,יום חול,4640,צומת חולון,333,17:36:00,22.0,831.0
2025,12,יום חול,4600,השלום,334,17:36:00,4429.0,756.0
2025,12,יום חול,9800,"רשל""צ משה דיין",657,17:36:00,1371.0,2425.0
2026,1,יום חול,400,מודיעין מרכז,583,17:36:00,683.0,0.0
2026,1,יום חול,2940,רעננה מערב,658,17:36:00,219.0,804.0
2026,1,יום חול,4600,השלום,123,17:36:00,3648.0,2119.0
2026,1,יום חול,3600,תא אוניברסיטה,268,17:36:00,4143.0,542.0
2026,1,יום חול,4640,צומת חולון,333,17:36:00,25.0,794.0
2026,1,יום חול,4600,השלום,524,17:36:00,2634.0,718.0
2026,1,יום חול,4600,השלום,334,17:36:00,3125.0,724.0
2026,1,יום חול,9800,"רשל""צ משה דיין",657,17:36:00,1199.0,2292.0
2025,12,יום חול,2100,חיפה מרכז,172,17:37:00,704.0,2123.0
2025,12,יום חול,3600,תא אוניברסיטה,421,17:37:00,1707.0,852.0
2025,12,יום חול,3700,תל אביב מרכז,761,17:37:00,5115.0,209.0
2025,12,יום חול,4900,תל אביב ההגנה,422,17:37:00,1185.0,2041.0
2025,12,יום חול,4900,,422,17:37:00,,
2025,12,יום חול,7300,,424,17:37:00,,
2025,12,יום חול,6900,,44,17:37:00,,
2026,1,יום חול,2100,חיפה מרכז,172,17:37:00,652.0,1405.0
2026,1,יום חול,3700,תל אביב מרכז,761,17:37:00,4380.0,135.0
2026,1,יום חול,4900,תל אביב ההגנה,422,17:37:00,1269.0,2062.0
2026,1,יום חול,3600,תא אוניברסיטה,421,17:37:00,1541.0,501.0
2025,12,יום חול,5150,,977,17:38:00,,
2025,12,יום חול,5150,לוד גני אביב,977,17:38:00,118.0,1490.0
2025,12,יום חול,5000,לוד,41,17:38:00,1264.0,2639.0
2025,12,יום חול,9600,שדרות,655,17:38:00,85.0,1841.0
2026,1,יום חול,5000,לוד,41,17:38:00,984.0,2080.0
2026,1,יום חול,5000,,41,17:38:00,,
2026,1,יום חול,5150,לוד גני אביב,977,17:38:00,103.0,1344.0
2026,1,יום חול,9600,שדרות,655,17:38:00,94.0,1743.0
2025,12,יום חול,1250,כפר ברוך,86,17:39:00,33.0,1360.0
2025,12,יום חול,680,ירושלים/יצחק נבון,760,17:39:00,14925.0,0.0
2025,12,יום חול,3700,תל אביב מרכז,659,17:39:00,6169.0,1064.0
2025,12,יום חול,3700,,659,17:39:00,,
2025,12,יום חול,4660,חולון וולפסון,333,17:39:00,27.0,691.0
2026,1,יום חול,680,ירושלים/יצחק נבון,760,17:39:00,13359.0,0.0
2026,1,יום חול,1250,כפר ברוך,86,17:39:00,33.0,1227.0
2026,1,יום חול,3700,תל אביב מרכז,659,17:39:00,6204.0,949.0
2026,1,יום חול,4660,חולון וולפסון,333,17:39:00,18.0,596.0
2025,12,יום חול,1300,חוצות מפרץ,175,17:40:00,525.0,169.0
