Year,Month,WeekPeriod,train_station_code,StationName,Train_number,Planned_Train_Departure_Time,PassengersAscending,PassengersDescending
2025,12,יום חול,4680,בת ים יוספטל,329,16:44:00,29.0,2399.0
2025,12,יום חול,9200,הוד השרון,328,16:44:00,215.0,1070.0
2025,12,יום חול,5000,לוד,975,16:44:00,510.0,1039.0
2026,1,יום חול,3500,הרצליה,264,16:44:00,4143.0,1486.0
2026,1,יום חול,3600,תא אוניברסיטה,522,16:44:00,794.0,239.0
2026,1,יום חול,4680,בת ים יוספטל,329,16:44:00,33.0,2094.0
2026,1,יום חול,5000,לוד,975,16:44:00,465.0,909.0
2026,1,יום חול,9200,הוד השרון,328,16:44:00,192.0,868.0
2025,12,יום חול,1220,מרכזית המפרץ/קו החוף,170,16:45:00,1626.0,1808.0
2025,12,יום חול,3600,תא אוניברסיטה,330,16:45:00,1055.0,1898.0
2025,12,יום חול,4250,,656,16:45:00,,
2025,12,יום חול,4250,סגולה,656,16:45:00,32.0,884.0
2025,12,יום חול,9000,יבנה מערב,653,16:45:00,1017.0,2097.0
2026,1,יום חול,1220,מרכזית המפרץ/קו החוף,170,16:45:00,1487.0,1655.0
2026,1,יום חול,3600,תא אוניברסיטה,330,16:45:00,877.0,1279.0
2026,1,יום חול,9000,יבנה מערב,653,16:45:00,974.0,1798.0
2026,1,יום חול,4250,סגולה,656,16:45:00,51.0,905.0
2025,12,יום חול,1220,מרכזית המפרץ/קו החוף,173,16:46:00,1717.0,706.0
2026,1,יום חול,1220,מרכזית המפרץ/קו החוף,173,16:46:00,1505.0,585.0
2025,12,יום חול,2960,רעננה דרום,328,16:47:00,170.0,233.0
2025,12,יום חול,4600,,754,16:47:00,,
2025,12,יום חול,3700,תל אביב מרכז,420,16:47:00,6352.0,1752.0
2025,12,יום חול,4600,השלום,419,16:47:00,5984.0,1547.0
2025,12,יום חול,4900,תל אביב ההגנה,757,16:47:00,3398.0,378.0
2025,12,יום חול,4600,השלום,754,16:47:00,455.0,2641.0
2025,12,יום חול,4900,תל אביב ההגנה,658,16:47:00,789.0,1523.0
2025,12,יום חול,4690,בת ים קוממיות,329,16:47:00,4.0,1147.0
2025,12,יום חול,4900,תל אביב ההגנה,655,16:47:00,2498.0,417.0
2025,12,יום חול,4900,,658,16:47:00,,
2025,12,יום חול,9650,נתיבות,651,16:47:00,57.0,1467.0
2026,1,יום חול,3700,תל אביב מרכז,420,16:47:00,5102.0,1594.0
2026,1,יום חול,4600,השלום,419,16:47:00,5580.0,1285.0
2026,1,יום חול,4600,השלום,754,16:47:00,467.0,2788.0
2026,1,יום חול,2960,רעננה דרום,328,16:47:00,194.0,188.0
2026,1,יום חול,4900,תל אביב ההגנה,655,16:47:00,2848.0,473.0
2026,1,יום חול,4900,תל אביב ההגנה,658,16:47:00,348.0,1584.0
2026,1,יום חול,4900,תל אביב ההגנה,757,16:47:00,3031.0,308.0
2026,1,יום חול,4690,בת ים קוממיות,329,16:47:00,5.0,1070.0
2026,1,יום חול,9650,,651,16:47:00,,
2026,1,יום חול,9650,נתיבות,651,16:47:00,49.0,1473.0
2025,12,יום חול,1260,עפולה,82,16:48:00,106.0,4935.0
2025,12,יום חול,1600,,125,16:48:00,,
2025,12,יום חול,3700,תל אביב מרכז,523,16:48:00,3170.0,1236.0
2025,12,יום חול,4900,,122,16:48:00,,
2025,12,יום חול,4900,תל אביב ההגנה,122,16:48:00,1303.0,741.0
2026,1,יום חול,1260,עפולה,82,16:48:00,91.0,4320.0
2026,1,יום חול,4900,תל אביב ההגנה,122,16:48:00,1327.0,834.0
2026,1,יום חול,3700,תל אביב מרכז,523,16:48:00,2964.0,1124.0
2025,12,יום חול,1300,חוצות מפרץ,170,16:49:00,745.0,979.0
2025,12,יום חול,2200,בת גלים,418,16:49:00,1200.0,1132.0
2025,12,יום חול,2820,קיסריה פרדס חנה,262,16:49:00,405.0,3964.0
2025,12,יום חול,3600,תא אוניברסיטה,331,16:49:00,1744.0,730.0
2026,1,יום חול,1300,חוצות מפרץ,170,16:49:00,613.0,834.0
2026,1,יום חול,2200,בת גלים,418,16:49:00,1169.0,980.0
2026,1,יום חול,2820,קיסריה פרדס חנה,262,16:49:00,344.0,3392.0
2026,1,יום חול,3600,תא אוניברסיטה,331,16:49:00,1528.0,575.0
2025,12,יום חול,300,פאתי מודיעין,578,16:50:00,8.0,792.0
2025,12,יום חול,1500,עכו,38,16:50:00,236.0,3121.0
2025,12,יום חול,3300,,977,16:50:00,,
2025,12,יום חול,4100,בני ברק,330,16:50:00,424.0,236.0
2025,12,יום חול,4680,בת ים יוספטל,332,16:50:00,689.0,119.0
2025,12,יום חול,7300,,44,16:50:00,,
2025,12,יום חול,5800,,259,16:50:00,,
2025,12,יום חול,8800,,656,16:50:00,,
2025,12,יום חול,8800,ראש העין צפון,656,16:50:00,183.0,2182.0
2025,12,יום חול,5800,אשדוד עד הלום,259,16:50:00,612.0,2660.0
2026,1,יום חול,300,פאתי מודיעין,578,16:50:00,17.0,723.0
2026,1,יום חול,1500,עכו,38,16:50:00,283.0,2904.0
2026,1,יום חול,7300,,44,16:50:00,,
2026,1,יום חול,4680,בת ים יוספטל,332,16:50:00,701.0,119.0
2026,1,יום חול,8800,ראש העין צפון,656,16:50:00,176.0,2176.0
2026,1,יום חול,9100,,922,16:50:00,,
2026,1,יום חול,4100,בני ברק,330,16:50:00,406.0,235.0
2026,1,יום חול,5800,אשדוד עד הלום,259,16:50:00,593.0,2603.0
2025,12,יום חול,2300,חוף הכרמל,120,16:51:00,1199.0,3994.0
2025,12,יום חול,2940,רעננה מערב,328,16:51:00,141.0,682.0
2025,12,יום חול,3600,תא אוניברסיטה,420,16:51:00,4108.0,1465.0
2025,12,יום חול,3600,תא אוניברסיטה,263,16:51:00,2210.0,687.0
2025,12,יום חול,4600,,658,16:51:00,,
2025,12,יום חול,4600,השלום,658,16:51:00,4427.0,1688.0
2025,12,יום חול,5000,לוד,261,16:51:00,1076.0,1997.0
2026,1,יום חול,2300,חוף הכרמל,120,16:51:00,1066.0,3376.0
2026,1,יום חול,3600,תא אוניברסיטה,420,16:51:00,3555.0,1215.0
2026,1,יום חול,3600,תא אוניברסיטה,263,16:51:00,2008.0,395.0
2026,1,יום חול,4600,השלום,658,16:51:00,2562.0,1424.0
2026,1,יום חול,5000,לוד,261,16:51:00,1162.0,1775.0
2026,1,יום חול,2940,רעננה מערב,328,16:51:00,105.0,601.0
2025,12,יום חול,3500,,522,16:52:00,,
2025,12,יום חול,3500,הרצליה,522,16:52:00,564.0,999.0
2025,12,יום חול,3700,תל אביב מרכז,754,16:52:00,377.0,2889.0
2025,12,יום חול,4600,השלום,523,16:52:00,3531.0,847.0
2025,12,יום חול,8600,"נתב""ג",121,16:52:00,349.0,4162.0
2025,12,יום חול,6900,מזכרת בתיה,39,16:52:00,210.0,3284.0
2025,12,יום חול,4900,תל אביב ההגנה,419,16:52:00,3004.0,855.0
2025,12,יום חול,6900,,39,16:52:00,,
2026,1,יום חול,3500,הרצליה,522,16:52:00,469.0,1177.0
2026,1,יום חול,3700,תל אביב מרכז,754,16:52:00,386.0,2392.0
2026,1,יום חול,4600,השלום,523,16:52:00,3085.0,756.0
2026,1,יום חול,6900,מזכרת בתיה,39,16:52:00,160.0,2845.0
2026,1,יום חול,4900,תל אביב ההגנה,419,16:52:00,3007.0,641.0
2026,1,יום חול,8600,"נתב""ג",121,16:52:00,308.0,3653.0
2025,12,יום חול,700,קרית חיים,170,16:53:00,159.0,829.0
2025,12,יום חול,3400,בית יהושע,264,16:53:00,284.0,4231.0
2025,12,יום חול,4600,השלום,122,16:53:00,5821.0,1074.0
2025,12,יום חול,4600,,122,16:53:00,,
2025,12,יום חול,4900,,266,16:53:00,,
2025,12,יום חול,5800,,334,16:53:00,,
2025,12,יום חול,4900,תל אביב ההגנה,266,16:53:00,1115.0,1130.0
2026,1,יום חול,700,קרית חיים,170,16:53:00,126.0,752.0
2026,1,יום חול,3400,בית יהושע,264,16:53:00,240.0,3566.0
2026,1,יום חול,4900,תל אביב ההגנה,266,16:53:00,1290.0,1203.0
2026,1,יום חול,4600,השלום,122,16:53:00,5737.0,894.0
2025,12,יום חול,2100,חיפה מרכז,418,16:54:00,1713.0,3230.0
2025,12,יום חול,3700,תל אביב מרכז,331,16:54:00,4033.0,705.0
2026,1,יום חול,2100,חיפה מרכז,418,16:54:00,1285.0,2311.0
2026,1,יום חול,3500,,759,16:54:00,,
2026,1,יום חול,3700,תל אביב מרכז,331,16:54:00,3642.0,612.0
2026,1,יום חול,9650,נתיבות,865,16:54:00,28.0,0.0
2025,12,יום חול,300,פאתי מודיעין,174,16:55:00,1028.0,25.0
2025,12,יום חול,1220,מרכזית המפרץ/קו החוף,43,16:55:00,1169.0,387.0
2025,12,יום חול,1250,,87,16:55:00,,
2025,12,יום חול,1250,כפר ברוך,87,16:55:00,357.0,92.0
2025,12,יום חול,2500,עתלית,86,16:55:00,106.0,0.0
2025,12,יום חול,3700,,658,16:55:00,,
2025,12,יום חול,4170,קרית אריה,330,16:55:00,359.0,526.0
2025,12,יום חול,3700,תל אביב מרכז,658,16:55:00,2189.0,2305.0
2026,1,יום חול,300,פאתי מודיעין,174,16:55:00,824.0,23.0
2026,1,יום חול,1250,כפר ברוך,87,16:55:00,364.0,107.0
2026,1,יום חול,1220,מרכזית המפרץ/קו החוף,43,16:55:00,870.0,378.0
2026,1,יום חול,4170,קרית אריה,330,16:55:00,309.0,510.0
2026,1,יום חול,3700,תל אביב מרכז,658,16:55:00,1759.0,1032.0
2026,1,יום חול,2500,עתלית,86,16:55:00,105.0,0.0
2025,12,יום חול,1400,קרית מוצקין,170,16:56:00,337.0,1494.0
2025,12,יום חול,3400,,977,16:56:00,,
2025,12,יום חול,3600,תא אוניברסיטה,171,16:56:00,1448.0,1381.0
2025,12,יום חול,3600,תא אוניברסיטה,754,16:56:00,99.0,4091.0
2025,12,יום חול,3700,תל אביב מרכז,263,16:56:00,4232.0,2206.0
2025,12,יום חול,4900,תל אביב ההגנה,523,16:56:00,1314.0,514.0
2025,12,יום חול,5800,אשדוד עד הלום,653,16:56:00,1068.0,4190.0
2025,12,יום חול,9800,"רשל""צ משה דיין",655,16:56:00,1437.0,3165.0
2025,12,יום חול,8700,כפר סבא,656,16:56:00,211.0,1825.0
2025,12,יום חול,8700,,656,16:56:00,,
2026,1,יום חול,1400,קרית מוצקין,170,16:56:00,407.0,1376.0
2026,1,יום חול,3700,תל אביב מרכז,263,16:56:00,4017.0,1986.0
2026,1,יום חול,3600,תא אוניברסיטה,754,16:56:00,67.0,3410.0
2026,1,יום חול,3600,תא אוניברסיטה,171,16:56:00,1130.0,1067.0
2026,1,יום חול,4900,תל אביב ההגנה,523,16:56:00,1392.0,499.0
2026,1,יום חול,8700,כפר סבא,656,16:56:00,179.0,1761.0
2026,1,יום חול,9800,"רשל""צ משה דיין",655,16:56:00,1365.0,2837.0
2026,1,יום חול,5800,אשדוד עד הלום,653,16:56:00,869.0,3585.0
2025,12,יום חול,2200,בת גלים,120,16:57:00,1060.0,978.0
2025,12,יום חול,2300,,462,16:57:00,,
2025,12,יום חול,2300,חוף הכרמל,462,16:57:00,772.0,0.0
2025,12,יום חול,3310,נתניה קריית ספיר,264,16:57:00,2128.0,2965.0
2025,12,יום חול,4600,השלום,331,16:57:00,3652.0,692.0
2025,12,יום חול,5300,באר יעקב,261,16:57:00,358.0,3480.0
2026,1,יום חול,2200,בת גלים,120,16:57:00,996.0,992.0
2026,1,יום חול,2300,חוף הכרמל,462,16:57:00,773.0,0.0
2026,1,יום חול,3310,נתניה קריית ספיר,264,16:57:00,1780.0,2697.0
2026,1,יום חול,4600,השלום,331,16:57:00,3317.0,728.0
2026,1,יום חול,5300,באר יעקב,261,16:57:00,277.0,3029.0
2025,12,יום חול,3700,תל אביב מרכז,122,16:58:00,6620.0,664.0
2025,12,יום חול,4600,השלום,266,16:58:00,5988.0,1502.0
2025,12,יום חול,4600,,266,16:58:00,,
2025,12,יום חול,8600,"נתב""ג",757,16:58:00,2858.0,705.0
2026,1,יום חול,4600,השלום,266,16:58:00,6607.0,1641.0
2026,1,יום חול,3700,תל אביב מרכז,122,16:58:00,5343.0,538.0
2026,1,יום חול,8600,"נתב""ג",757,16:58:00,2555.0,598.0
2025,12,יום חול,680,ירושלים/יצחק נבון,580,16:59:00,3078.0,0.0
2025,12,יום חול,9200,,656,16:59:00,,
2025,12,יום חול,7000,,422,16:59:00,,
2025,12,יום חול,9200,הוד השרון,656,16:59:00,179.0,1439.0
2026,1,יום חול,680,ירושלים/יצחק נבון,580,16:59:00,2836.0,0.0
2026,1,יום חול,3500,,41,16:59:00,,
2026,1,יום חול,9200,הוד השרון,656,16:59:00,229.0,1365.0
2025,12,יום חול,1300,חוצות מפרץ,463,17:00:00,106.0,147.0
2025,12,יום חול,3600,,658,17:00:00,,
2025,12,יום חול,3500,הרצליה,420,17:00:00,3917.0,2107.0
2025,12,יום חול,3600,תא אוניברסיטה,658,17:00:00,2479.0,2412.0
2025,12,יום חול,4600,השלום,263,17:00:00,6229.0,1423.0
2025,12,יום חול,4250,סגולה,330,17:00:00,26.0,574.0
2025,12,יום חול,8550,,5037,17:00:00,,
2025,12,יום חול,8550,להבים רהט,5037,17:00:00,20.0,107.0
2025,12,יום חול,8550,,44,17:00:00,,
2025,12,יום חול,5900,,270,17:00:00,,
2026,1,יום חול,1300,חוצות מפרץ,463,17:00:00,91.0,142.0
2026,1,יום חול,3500,הרצליה,420,17:00:00,3246.0,1961.0
2026,1,יום חול,3600,תא אוניברסיטה,658,17:00:00,2098.0,2278.0
2026,1,יום חול,4600,השלום,263,17:00:00,5425.0,1079.0
2026,1,יום חול,4250,סגולה,330,17:00:00,26.0,593.0
2026,1,יום חול,8550,להבים רהט,5037,17:00:00,8.0,165.0
2025,12,יום חול,4900,,972,17:01:00,,
2025,12,יום חול,4900,תל אביב ההגנה,972,17:01:00,350.0,326.0
2025,12,יום חול,3700,תל אביב מרכז,171,17:01:00,3227.0,3039.0
2025,12,יום חול,6150,,39,17:01:00,,
2025,12,יום חול,6150,קרית מלאכי,39,17:01:00,205.0,1942.0
2026,1,יום חול,3700,תל אביב מרכז,171,17:01:00,2732.0,2698.0
2026,1,יום חול,4900,תל אביב ההגנה,972,17:01:00,326.0,378.0
2026,1,יום חול,6150,קרית מלאכי,39,17:01:00,218.0,1614.0
2025,12,יום חול,1220,מרכזית המפרץ/קו החוף,418,17:02:00,2113.0,1885.0
2025,12,יום חול,1240,,84,17:02:00,,
2025,12,יום חול,1240,כפר יהושע,84,17:02:00,266.0,876.0
2025,12,יום חול,2100,חיפה מרכז,120,17:02:00,1061.0,2824.0
2025,12,יום חול,2960,,656,17:02:00,,
2025,12,יום חול,2960,רעננה דרום,656,17:02:00,290.0,298.0
2025,12,יום חול,3300,נתניה,264,17:02:00,920.0,7241.0
2025,12,יום חול,3600,תא אוניברסיטה,122,17:02:00,6139.0,946.0
2025,12,יום חול,3400,,522,17:02:00,,
2025,12,יום חול,3600,תא אוניברסיטה,759,17:02:00,1666.0,18.0
2025,12,יום חול,3400,בית יהושע,522,17:02:00,7.0,1680.0
2025,12,יום חול,3700,תל אביב מרכז,266,17:02:00,7690.0,1192.0
2025,12,יום חול,4900,תל אביב ההגנה,331,17:02:00,1433.0,451.0
2025,12,יום חול,4900,תל אביב ההגנה,332,17:02:00,561.0,628.0
2025,12,יום חול,9700,אופקים,865,17:02:00,215.0,0.0
2026,1,יום חול,1220,מרכזית המפרץ/קו החוף,418,17:02:00,1911.0,1688.0
2026,1,יום חול,1240,כפר יהושע,84,17:02:00,295.0,827.0
2026,1,יום חול,2100,חיפה מרכז,120,17:02:00,1031.0,2169.0
2026,1,יום חול,2960,רעננה דרום,656,17:02:00,263.0,248.0
2026,1,יום חול,3600,,759,17:02:00,,
2026,1,יום חול,3600,תא אוניברסיטה,759,17:02:00,1246.0,10.0
2026,1,יום חול,3600,תא אוניברסיטה,122,17:02:00,5522.0,716.0
2026,1,יום חול,3300,,264,17:02:00,,
2026,1,יום חול,3300,נתניה,264,17:02:00,731.0,5714.0
2026,1,יום חול,4900,תל אביב ההגנה,331,17:02:00,1509.0,472.0
2026,1,יום חול,4900,תל אביב ההגנה,332,17:02:00,335.0,587.0
2026,1,יום חול,3400,בית יהושע,522,17:02:00,21.0,1878.0
2026,1,יום חול,9700,אופקים,865,17:02:00,214.0,0.0
2026,1,יום חול,3700,תל אביב מרכז,266,17:02:00,6156.0,1054.0
2025,12,יום חול,2800,בנימינה,172,17:03:00,2634.0,7529.0
2025,12,יום חול,7500,,838,17:03:00,,
2026,1,יום חול,2800,בנימינה,172,17:03:00,2178.0,6692.0
2025,12,יום חול,2200,,462,17:04:00,,
2025,12,יום חול,2300,חוף הכרמל,86,17:04:00,1570.0,19.0
2025,12,יום חול,2200,בת גלים,462,17:04:00,608.0,6.0
2025,12,יום חול,3600,תא אוניברסיטה,657,17:04:00,2003.0,1066.0
2025,12,יום חול,5200,רחובות,261,17:04:00,2281.0,3215.0
2025,12,יום חול,9000,,334,17:04:00,,
2026,1,יום חול,2200,בת גלים,462,17:04:00,727.0,10.0
2026,1,יום חול,2300,חוף הכרמל,86,17:04:00,1436.0,39.0
2026,1,יום חול,3600,תא אוניברסיטה,657,17:04:00,1831.0,848.0
2026,1,יום חול,5200,רחובות,261,17:04:00,2199.0,2804.0
2026,1,יום חול,7320,,864,17:04:00,,
2025,12,יום חול,1220,מרכזית המפרץ/קו החוף,463,17:05:00,78.0,437.0
2025,12,יום חול,4100,בני ברק,658,17:05:00,575.0,367.0
2025,12,יום חול,4100,,658,17:05:00,,
2025,12,יום חול,4680,בת ים יוספטל,660,17:05:00,505.0,1016.0
2025,12,יום חול,4900,תל אביב ההגנה,263,17:05:00,1461.0,719.0
2025,12,יום חול,9000,יבנה מערב,655,17:05:00,1289.0,3491.0
2025,12,יום חול,8800,ראש העין צפון,330,17:05:00,147.0,1480.0
2026,1,יום חול,1220,מרכזית המפרץ/קו החוף,463,17:05:00,46.0,465.0
2026,1,יום חול,4100,בני ברק,658,17:05:00,657.0,405.0
2026,1,יום חול,9000,יבנה מערב,655,17:05:00,1299.0,3215.0
2026,1,יום חול,4680,בת ים יוספטל,660,17:05:00,422.0,848.0
2026,1,יום חול,4900,תל אביב ההגנה,263,17:05:00,1367.0,651.0
2026,1,יום חול,8800,ראש העין צפון,330,17:05:00,143.0,1366.0
2025,12,יום חול,400,מודיעין מרכז,581,17:06:00,916.0,0.0
2025,12,יום חול,1500,עכו,170,17:06:00,283.0,2358.0
2025,12,יום חול,2940,,656,17:06:00,,
2025,12,יום חול,2940,רעננה מערב,656,17:06:00,175.0,531.0
2025,12,יום חול,3600,תא אוניברסיטה,266,17:06:00,4259.0,1168.0
2025,12,יום חול,4600,השלום,332,17:06:00,4110.0,391.0
2025,12,יום חול,4600,,972,17:06:00,,
2025,12,יום חול,4600,השלום,972,17:06:00,2224.0,568.0
2025,12,יום חול,4600,השלום,171,17:06:00,3747.0,2050.0
2025,12,יום חול,4640,צומת חולון,331,17:06:00,103.0,1042.0
2025,12,יום חול,5000,,419,17:06:00,,
2025,12,יום חול,5150,לוד גני אביב,523,17:06:00,115.0,1488.0
2025,12,יום חול,5900,אשקלון,653,17:06:00,1062.0,5623.0
2025,12,יום חול,5000,לוד,419,17:06:00,1917.0,3015.0
2026,1,יום חול,1500,עכו,170,17:06:00,237.0,2187.0
2026,1,יום חול,400,מודיעין מרכז,581,17:06:00,783.0,0.0
2026,1,יום חול,2940,רעננה מערב,656,17:06:00,130.0,582.0
2026,1,יום חול,4600,השלום,972,17:06:00,2198.0,574.0
2026,1,יום חול,4600,השלום,171,17:06:00,3184.0,1589.0
2026,1,יום חול,3600,תא אוניברסיטה,266,17:06:00,3899.0,864.0
2026,1,יום חול,4640,צומת חולון,331,17:06:00,96.0,967.0
2026,1,יום חול,5000,לוד,419,17:06:00,1838.0,2768.0
2026,1,יום חול,5150,לוד גני אביב,523,17:06:00,106.0,1325.0
2026,1,יום חול,4600,השלום,332,17:06:00,2719.0,278.0
2026,1,יום חול,5900,אשקלון,653,17:06:00,1068.0,4781.0
2025,12,יום חול,3600,תא אוניברסיטה,41,17:07:00,1904.0,601.0
2025,12,יום חול,3700,תל אביב מרכז,759,17:07:00,5188.0,127.0
2025,12,יום חול,4900,תל אביב ההגנה,42,17:07:00,819.0,1132.0
2025,12,יום חול,4900,,42,17:07:00,,
2026,1,יום חול,2200,,43,17:07:00,,
2026,1,יום חול,4900,תל אביב ההגנה,42,17:07:00,902.0,1402.0
2026,1,יום חול,3700,תל אביב מרכז,759,17:07:00,4425.0,117.0
2026,1,יום חול,3600,תא אוניברסיטה,41,17:07:00,1599.0,451.0
2025,12,יום חול,1400,קרית מוצקין,418,17:08:00,242.0,2498.0
2026,1,יום חול,1400,קרית מוצקין,418,17:08:00,254.0,2399.0
2025,12,יום חול,680,ירושלים/יצחק נבון,758,17:09:00,16142.0,0.0
2025,12,יום חול,2100,,462,17:09:00,,
2025,12,יום חול,2100,חיפה מרכז,462,17:09:00,1024.0,6.0
2025,12,יום חול,4660,חולון וולפסון,331,17:09:00,299.0,1019.0
2025,12,יום חול,3700,תל אביב מרכז,657,17:09:00,6078.0,851.0
2026,1,יום חול,680,ירושלים/יצחק נבון,758,17:09:00,14685.0,0.0
2026,1,יום חול,2100,חיפה מרכז,462,17:09:00,933.0,8.0
2026,1,יום חול,3700,תל אביב מרכז,657,17:09:00,5271.0,788.0
2026,1,יום חול,4660,חולון וולפסון,331,17:09:00,281.0,1066.0
2025,12,יום חול,1220,מרכזית המפרץ/קו החוף,120,17:10:00,2594.0,1667.0
2025,12,יום חול,1250,כפר ברוך,84,17:10:00,25.0,605.0
2025,12,יום חול,1220,,120,17:10:00,,
2025,12,יום חול,2200,בת גלים,86,17:10:00,1020.0,21.0
2025,12,יום חול,4170,קרית אריה,658,17:10:00,490.0,1042.0
2025,12,יום חול,3700,תל אביב מרכז,332,17:10:00,2183.0,1261.0
2025,12,יום חול,4170,,658,17:10:00,,
2025,12,יום חול,3700,תל אביב מרכז,972,17:10:00,2788.0,485.0
2026,1,יום חול,1250,כפר ברוך,84,17:10:00,28.0,568.0
2026,1,יום חול,1220,מרכזית המפרץ/קו החוף,120,17:10:00,2512.0,1579.0
2026,1,יום חול,2200,בת גלים,86,17:10:00,889.0,16.0
2026,1,יום חול,3700,תל אביב מרכז,332,17:10:00,1844.0,210.0
2026,1,יום חול,3700,תל אביב מרכז,972,17:10:00,2285.0,443.0
2026,1,יום חול,4170,קרית אריה,658,17:10:00,441.0,871.0
2025,12,יום חול,4900,תל אביב ההגנה,171,17:11:00,1323.0,842.0
2025,12,יום חול,4600,השלום,759,17:11:00,5275.0,359.0
2025,12,יום חול,8700,כפר סבא,330,17:11:00,191.0,1337.0
2025,12,יום חול,7300,באר שבע צפון,5037,17:11:00,0.0,388.0
2025,12,יום חול,7300,,5037,17:11:00,,
2026,1,יום חול,4900,תל אביב ההגנה,171,17:11:00,1202.0,728.0
2026,1,יום חול,4600,השלום,759,17:11:00,4844.0,266.0
2026,1,יום חול,8700,כפר סבא,330,17:11:00,171.0,1255.0
2026,1,יום חול,7300,באר שבע צפון,5037,17:11:00,2.0,596.0
2025,12,יום חול,1230,מרכזית המפרץ,87,17:12:00,106.0,1391.0
2025,12,יום חול,3100,חדרה מערב,264,17:12:00,154.0,7405.0
2025,12,יום חול,3700,תל אביב מרכז,41,17:12:00,4901.0,1390.0
2025,12,יום חול,4600,,42,17:12:00,,
2025,12,יום חול,4600,השלום,42,17:12:00,3687.0,1259.0
2025,12,יום חול,4600,השלום,657,17:12:00,6256.0,681.0
2025,12,יום חול,4900,,756,17:12:00,,
2025,12,יום חול,5410,יבנה מזרח,261,17:12:00,239.0,1499.0
2025,12,יום חול,4900,תל אביב ההגנה,756,17:12:00,152.0,4186.0
2026,1,יום חול,1230,מרכזית המפרץ,87,17:12:00,112.0,1298.0
2026,1,יום חול,3100,חדרה מערב,264,17:12:00,92.0,6566.0
2026,1,יום חול,4600,השלום,657,17:12:00,5665.0,657.0
2026,1,יום חול,4900,תל אביב ההגנה,756,17:12:00,134.0,4456.0
2026,1,יום חול,4600,השלום,42,17:12:00,4393.0,1424.0
2026,1,יום חול,5410,יבנה מזרח,261,17:12:00,210.0,1351.0
2026,1,יום חול,3700,תל אביב מרכז,41,17:12:00,4392.0,1184.0
2025,12,יום חול,1300,חוצות מפרץ,125,17:13:00,710.0,184.0
2025,12,יום חול,3600,תא אוניברסיטה,977,17:13:00,1390.0,174.0
2025,12,יום חול,4800,כפר חבד,263,17:13:00,310.0,1446.0
2025,12,יום חול,5000,לוד,523,17:13:00,681.0,1088.0
2026,1,יום חול,1300,חוצות מפרץ,125,17:13:00,468.0,162.0
2026,1,יום חול,3600,תא אוניברסיטה,977,17:13:00,1198.0,177.0
2026,1,יום חול,5000,לוד,523,17:13:00,543.0,888.0
2026,1,יום חול,7300,,864,17:13:00,,
2026,1,יום חול,4800,כפר חבד,263,17:13:00,230.0,1395.0
2025,12,יום חול,1300,,120,17:14:00,,
2025,12,יום חול,1300,חוצות מפרץ,120,17:14:00,633.0,907.0
2025,12,יום חול,2100,חיפה מרכז,86,17:14:00,4043.0,37.0
2025,12,יום חול,2300,חוף הכרמל,40,17:14:00,1497.0,5102.0
2025,12,יום חול,3500,הרצליה,266,17:14:00,5110.0,1681.0
2025,12,יום חול,4680,בת ים יוספטל,331,17:14:00,366.0,3337.0
2025,12,יום חול,7000,קרית גת,39,17:14:00,623.0,3508.0
2025,12,יום חול,7000,,39,17:14:00,,
2025,12,יום חול,9200,הוד השרון,330,17:14:00,156.0,1045.0
2026,1,יום חול,2300,,40,17:14:00,,
2026,1,יום חול,2300,חוף הכרמל,40,17:14:00,1288.0,4185.0
2026,1,יום חול,2100,חיפה מרכז,86,17:14:00,3776.0,36.0
2026,1,יום חול,3500,הרצליה,266,17:14:00,4483.0,1525.0
2026,1,יום חול,4680,בת ים יוספטל,331,17:14:00,304.0,3036.0
2026,1,יום חול,1300,חוצות מפרץ,120,17:14:00,572.0,809.0
2026,1,יום חול,7000,,39,17:14:00,,
2026,1,יום חול,9200,הוד השרון,330,17:14:00,145.0,997.0
2026,1,יום חול,7000,קרית גת,39,17:14:00,503.0,2873.0
2025,12,יום חול,3600,תא אוניברסיטה,972,17:15:00,960.0,410.0
2025,12,יום חול,3600,תא אוניברסיטה,332,17:15:00,1502.0,961.0
2025,12,יום חול,3600,,332,17:15:00,,
2025,12,יום חול,2500,עתלית,172,17:15:00,225.0,1984.0
2025,12,יום חול,4250,סגולה,658,17:15:00,34.0,930.0
2025,12,יום חול,4250,,658,17:15:00,,
2026,1,יום חול,2300,,43,17:15:00,,
2026,1,יום חול,3600,תא אוניברסיטה,972,17:15:00,853.0,257.0
2026,1,יום חול,3600,תא אוניברסיטה,332,17:15:00,1180.0,800.0
2026,1,יום חול,4250,סגולה,658,17:15:00,17.0,973.0
2026,1,יום חול,2500,עתלית,172,17:15:00,156.0,1979.0
2025,12,יום חול,5000,לוד,923,17:16:00,949.0,0.0
2025,12,יום חול,5800,אשדוד עד הלום,655,17:16:00,1207.0,5974.0
2026,1,יום חול,5000,לוד,923,17:16:00,853.0,0.0
2026,1,יום חול,5800,אשדוד עד הלום,655,17:16:00,1054.0,5458.0
2025,12,יום חול,1220,,462,17:17:00,,
2025,12,יום חול,1260,עפולה,84,17:17:00,62.0,2288.0
2025,12,יום חול,1220,מרכזית המפרץ/קו החוף,462,17:17:00,793.0,82.0
2025,12,יום חול,300,,580,17:17:00,,
2025,12,יום חול,300,פאתי מודיעין,580,17:17:00,9.0,904.0
