Year,Month,WeekPeriod,train_station_code,StationName,Train_number,Planned_Train_Arrivel_Time,PassengersAscending,PassengersDescending,event_type
2026,4,שישי,7300,,6618,05:10:00,,,from_tlv
2026,4,יום חול,2300,,6021,05:11:00,,,from_tlv
2026,4,יום חול,5800,,6222,05:11:00,,,from_tlv
2026,4,שישי,2300,,6021,05:11:00,,,from_tlv
2026,4,שישי,5800,,6222,05:11:00,,,from_tlv
2026,4,יום חול,9600,,616,05:11:00,,,from_tlv
2026,4,שישי,4600,,6708,05:11:00,,,to_tlv
2026,4,יום חול,1300,,101,05:12:00,,,to_tlv
2026,4,יום חול,3700,,12,05:12:00,,,to_tlv
2026,4,יום חול,3700,,8012,05:12:00,,,to_tlv
2026,4,יום חול,3600,,6220,05:12:00,,,to_tlv
2026,4,יום חול,9600,,8616,05:12:00,,,from_tlv
2026,4,שישי,7320,,8093,05:12:00,,,to_tlv
2026,4,יום חול,9600,,616,05:12:00,,,from_tlv
2026,4,יום חול,7320,,8093,05:12:00,,,to_tlv
2026,4,יום חול,7320,,618,05:12:00,,,from_tlv
2026,4,שישי,3600,,6220,05:12:00,,,to_tlv
2026,4,יום חול,3500,,613,05:13:00,,,from_tlv
2026,4,יום חול,2500,,149,05:14:00,,,from_tlv
2026,4,יום חול,2500,,8149,05:14:00,,,from_tlv
2026,4,יום חול,3700,,6708,05:14:00,,,to_tlv
2026,4,יום חול,3700,,6708,05:14:00,,,to_tlv
2026,4,יום חול,9000,,6616,05:14:00,,,from_tlv
2026,4,שישי,3700,,6708,05:14:00,,,to_tlv
2026,4,שישי,9000,,6616,05:14:00,,,from_tlv
2026,4,שישי,3600,,6220,05:14:00,,,to_tlv
2026,4,שישי,4900,,6012,05:14:00,,,to_tlv
2026,4,יום חול,1600,,8151,05:15:00,,,from_tlv
2026,4,יום חול,1600,,151,05:15:00,,,from_tlv
2026,4,יום חול,7000,,20,05:15:00,,,from_tlv
2026,4,יום חול,7000,,8020,05:15:00,,,from_tlv
2026,4,יום חול,1600,,6023,05:16:00,,,from_tlv
2026,4,שישי,1600,,6023,05:16:00,,,from_tlv
2026,4,שישי,3700,,6708,05:16:00,,,to_tlv
2026,4,שישי,3700,,6708,05:16:00,,,to_tlv
2026,4,יום חול,1220,,101,05:17:00,,,from_tlv
2026,4,יום חול,680,,8710,05:17:00,,,to_tlv
2026,4,יום חול,3500,,8007,05:17:00,,,from_tlv
2026,4,יום חול,3500,,7,05:17:00,,,from_tlv
2026,4,יום חול,3500,,8708,05:17:00,,,to_tlv
2026,4,יום חול,3500,,1007,05:17:00,,,from_tlv
2026,4,יום חול,3500,,708,05:17:00,,,to_tlv
2026,4,יום חול,3500,,9708,05:17:00,,,to_tlv
2026,4,יום חול,3700,,6019,05:17:00,,,to_tlv
2026,4,שישי,3500,,6007,05:17:00,,,from_tlv
2026,4,שישי,3700,,6019,05:17:00,,,to_tlv
2026,4,יום חול,5410,,8222,05:18:00,,,from_tlv
2026,4,יום חול,5410,,222,05:18:00,,,from_tlv
2026,4,יום חול,2300,,10,05:19:00,,,to_tlv
2026,4,יום חול,2300,,8010,05:19:00,,,to_tlv
2026,4,יום חול,2300,,1010,05:19:00,,,to_tlv
2026,4,יום חול,2940,,613,05:19:00,,,from_tlv
2026,4,יום חול,3500,,6220,05:19:00,,,to_tlv
2026,4,יום חול,3600,,6708,05:19:00,,,to_tlv
2026,4,יום חול,3700,,953,05:19:00,,,to_tlv
2026,4,שישי,2300,,6010,05:19:00,,,to_tlv
2026,4,יום חול,7300,,618,05:19:00,,,from_tlv
2026,4,שישי,4600,,6012,05:19:00,,,to_tlv
2026,4,שישי,3600,,6708,05:19:00,,,to_tlv
2026,4,שישי,3500,,6220,05:19:00,,,to_tlv
2026,4,יום חול,4600,,6019,05:20:00,,,to_tlv
2026,4,שישי,4600,,6019,05:20:00,,,to_tlv
2026,4,שישי,5900,,6609,05:20:00,,,to_tlv
2026,4,יום חול,3500,,8012,05:21:00,,,to_tlv
2026,4,יום חול,3500,,12,05:21:00,,,to_tlv
2026,4,שישי,3600,,6708,05:21:00,,,to_tlv
2026,4,שישי,3500,,6220,05:21:00,,,to_tlv
2026,4,יום חול,1500,,8151,05:22:00,,,from_tlv
2026,4,יום חול,1500,,151,05:22:00,,,from_tlv
2026,4,יום חול,4600,,953,05:22:00,,,to_tlv
2026,4,יום חול,7000,,6020,05:22:00,,,from_tlv
2026,4,שישי,7000,,6020,05:22:00,,,from_tlv
2026,4,שישי,2500,,6021,05:22:00,,,from_tlv
2026,4,שישי,9800,,6616,05:22:00,,,from_tlv
2026,4,יום חול,9800,,6616,05:22:00,,,from_tlv
2026,4,יום חול,4900,,8220,05:23:00,,,to_tlv
2026,4,יום חול,3700,,6611,05:23:00,,,to_tlv
2026,4,יום חול,5900,,616,05:23:00,,,from_tlv
2026,4,יום חול,4600,,1220,05:23:00,,,to_tlv
2026,4,יום חול,4900,,220,05:23:00,,,to_tlv
2026,4,יום חול,4900,,1220,05:23:00,,,to_tlv
2026,4,יום חול,5410,,6222,05:23:00,,,from_tlv
2026,4,שישי,5410,,6222,05:23:00,,,from_tlv
2026,4,שישי,3700,,6611,05:23:00,,,to_tlv
2026,4,יום חול,3500,,713,05:24:00,,,from_tlv
