Year,Month,WeekPeriod,train_station_code,StationName,Train_number,Planned_Train_Arrivel_Time,PassengersAscending,PassengersDescending
2025,10,יום חול,5300,באר יעקב,6238,13:37:00,20.0,7.0
2025,10,שישי,5300,באר יעקב,6238,13:37:00,48.0,6.0
2025,11,שישי,5300,באר יעקב,6238,13:37:00,98.0,49.0
2025,10,יום חול,2940,רעננה מערב,6629,13:38:00,19.0,4.0
2025,10,יום חול,4640,צומת חולון,6632,13:38:00,4.0,3.0
2025,10,שישי,4640,צומת חולון,6632,13:38:00,14.0,9.0
2025,10,שישי,2940,רעננה מערב,6629,13:38:00,68.0,10.0
2025,11,שישי,2940,רעננה מערב,6629,13:38:00,29.0,18.0
2025,11,שישי,4640,צומת חולון,6632,13:38:00,20.0,8.0
2025,10,יום חול,700,קרית חיים,8039,13:39:00,8.0,0.0
2025,10,יום חול,1820,אחיהוד,457,13:39:00,118.0,9.0
2025,10,יום חול,2300,חוף הכרמל,8139,13:39:00,127.0,22.0
2025,10,יום חול,2500,עתלית,79,13:39:00,0.0,129.0
2025,11,יום חול,1820,אחיהוד,457,13:39:00,186.0,8.0
2025,11,יום חול,2500,עתלית,79,13:39:00,0.0,174.0
2025,10,יום חול,4660,חולון וולפסון,646,13:40:00,315.0,179.0
2025,10,יום חול,9600,שדרות,6634,13:40:00,69.0,7.0
2025,10,שישי,9600,שדרות,6634,13:40:00,113.0,15.0
2025,11,יום חול,4660,חולון וולפסון,646,13:40:00,378.0,228.0
2025,11,שישי,9600,שדרות,6634,13:40:00,101.0,9.0
2025,10,יום חול,2820,קיסריה פרדס חנה,253,13:41:00,513.0,71.0
2025,10,יום חול,2100,חיפה מרכז,6455,13:41:00,6.0,69.0
2025,10,שישי,2100,חיפה מרכז,6455,13:41:00,13.0,44.0
2025,10,יום חול,8800,ראש העין צפון,645,13:41:00,298.0,84.0
2025,10,יום חול,9650,נתיבות,650,13:41:00,749.0,71.0
2025,11,יום חול,2820,קיסריה פרדס חנה,253,13:41:00,808.0,81.0
2025,11,יום חול,8800,ראש העין צפון,645,13:41:00,539.0,201.0
2025,11,שישי,2100,חיפה מרכז,6455,13:41:00,7.0,47.0
2025,10,יום חול,3500,הרצליה,8517,13:42:00,34.0,2.0
2025,10,שישי,3500,הרצליה,6517,13:42:00,106.0,14.0
2025,11,יום חול,9650,נתיבות,650,13:42:00,952.0,123.0
2025,11,שישי,3500,הרצליה,6517,13:42:00,78.0,36.0
2025,10,יום חול,2960,רעננה דרום,6629,13:43:00,8.0,6.0
2025,10,יום חול,3500,הרצליה,251,13:43:00,664.0,733.0
2025,10,יום חול,4800,כפר חבד,254,13:43:00,215.0,70.0
2025,10,שישי,2960,רעננה דרום,6629,13:43:00,26.0,17.0
2025,11,יום חול,3500,הרצליה,251,13:43:00,1026.0,1018.0
2025,11,יום חול,4800,כפר חבד,254,13:43:00,373.0,145.0
2025,11,שישי,2960,רעננה דרום,6629,13:43:00,10.0,14.0
2025,10,יום חול,5000,לוד,6238,13:44:00,49.0,66.0
2025,10,שישי,5000,לוד,6238,13:44:00,100.0,75.0
2025,11,שישי,5000,לוד,6238,13:44:00,142.0,114.0
2025,10,יום חול,1260,עפולה,81,13:45:00,915.0,90.0
2025,10,יום חול,2820,קיסריה פרדס חנה,6237,13:45:00,26.0,2.0
2025,10,שישי,2820,קיסריה פרדס חנה,6237,13:45:00,115.0,2.0
2025,10,יום חול,9000,יבנה מערב,648,13:45:00,692.0,118.0
2025,11,יום חול,1260,עפולה,81,13:45:00,1657.0,121.0
2025,11,יום חול,4690,בת ים קוממיות,320,13:45:00,71.0,4.0
2025,11,יום חול,9000,יבנה מערב,648,13:45:00,839.0,86.0
2025,11,שישי,2820,קיסריה פרדס חנה,6237,13:45:00,125.0,1.0
2025,10,יום חול,2200,בת גלים,6455,13:46:00,2.0,8.0
2025,10,יום חול,5010,רמלה,36,13:46:00,506.0,218.0
2025,10,שישי,2200,בת גלים,6455,13:46:00,5.0,25.0
2025,11,יום חול,5010,רמלה,36,13:46:00,751.0,443.0
2025,11,שישי,2200,בת גלים,6455,13:46:00,6.0,26.0
2025,10,יום חול,3100,חדרה מערב,253,13:47:00,1265.0,281.0
2025,10,יום חול,4250,סגולה,645,13:47:00,190.0,6.0
2025,10,יום חול,9200,הוד השרון,6629,13:47:00,14.0,20.0
2025,10,יום חול,7000,קרית גת,5036,13:47:00,174.0,89.0
2025,10,שישי,9200,הוד השרון,6629,13:47:00,78.0,44.0
2025,11,יום חול,3100,חדרה מערב,253,13:47:00,1624.0,322.0
2025,11,יום חול,4250,סגולה,645,13:47:00,309.0,20.0
2025,11,יום חול,7000,קרית גת,5036,13:47:00,150.0,78.0
2025,11,שישי,9200,הוד השרון,6629,13:47:00,51.0,48.0
2025,10,יום חול,2100,חיפה מרכז,6077,13:48:00,0.0,23.0
2025,10,שישי,2100,חיפה מרכז,6077,13:48:00,1.0,41.0
2025,10,יום חול,6900,מזכרת בתיה,8036,13:48:00,13.0,12.0
2025,10,יום חול,7300,באר שבע צפון,38,13:48:00,1716.0,18.0
2025,11,שישי,2100,חיפה מרכז,6077,13:48:00,1.0,18.0
2025,11,יום חול,7300,באר שבע צפון,38,13:48:00,2577.0,18.0
2025,10,יום חול,300,פאתי מודיעין,6557,13:49:00,2.0,1.0
2025,10,שישי,300,פאתי מודיעין,6557,13:49:00,41.0,0.0
2025,11,שישי,300,פאתי מודיעין,6557,13:49:00,26.0,2.0
2025,10,יום חול,8700,כפר סבא,6629,13:50:00,33.0,17.0
2025,10,שישי,8700,כפר סבא,6629,13:50:00,76.0,36.0
2025,11,שישי,8700,כפר סבא,6629,13:50:00,60.0,51.0
2025,10,יום חול,1400,קרית מוצקין,457,13:51:00,120.0,112.0
2025,10,יום חול,3100,חדרה מערב,6237,13:51:00,58.0,6.0
2025,10,יום חול,4800,כפר חבד,6238,13:51:00,7.0,0.0
2025,10,יום חול,9600,שדרות,650,13:51:00,1054.0,98.0
2025,10,שישי,3100,חדרה מערב,6237,13:51:00,159.0,6.0
2025,10,יום חול,5000,לוד,36,13:51:00,643.0,936.0
2025,10,שישי,4800,כפר חבד,6238,13:51:00,57.0,15.0
2025,11,יום חול,1400,קרית מוצקין,457,13:51:00,181.0,171.0
2025,11,יום חול,5000,לוד,36,13:51:00,902.0,1167.0
2025,11,שישי,3100,חדרה מערב,6237,13:51:00,154.0,5.0
2025,11,שישי,4800,כפר חבד,6238,13:51:00,46.0,50.0
2025,10,יום חול,400,מודיעין מרכז,6556,13:52:00,0.0,165.0
2025,10,יום חול,2200,בת גלים,6077,13:52:00,1.0,5.0
2025,10,יום חול,2100,חיפה מרכז,167,13:52:00,839.0,380.0
2025,10,יום חול,4170,קרית אריה,645,13:52:00,402.0,67.0
2025,10,שישי,400,מודיעין מרכז,6556,13:52:00,0.0,352.0
2025,10,יום חול,5900,אשקלון,6634,13:52:00,160.0,12.0
2025,10,שישי,2200,בת גלים,6077,13:52:00,3.0,14.0
2025,10,שישי,5900,אשקלון,6634,13:52:00,322.0,39.0
2025,11,יום חול,2100,חיפה מרכז,167,13:52:00,1267.0,487.0
2025,11,יום חול,4170,קרית אריה,645,13:52:00,700.0,144.0
2025,11,שישי,5900,אשקלון,6634,13:52:00,298.0,25.0
2025,11,יום חול,9600,שדרות,650,13:52:00,1545.0,139.0
2025,11,שישי,2200,בת גלים,6077,13:52:00,5.0,12.0
2025,11,שישי,400,מודיעין מרכז,6556,13:52:00,0.0,318.0
2025,10,יום חול,7300,באר שבע צפון,8038,13:53:00,70.0,0.0
2025,11,יום חול,4660,חולון וולפסון,320,13:53:00,134.0,9.0
2025,10,יום חול,2940,רעננה מערב,647,13:54:00,144.0,146.0
2025,10,יום חול,2300,חוף הכרמל,6455,13:54:00,0.0,20.0
2025,10,שישי,2300,חוף הכרמל,6455,13:54:00,0.0,68.0
2025,11,יום חול,2940,רעננה מערב,647,13:54:00,351.0,207.0
2025,11,שישי,2300,חוף הכרמל,6455,13:54:00,0.0,65.0
2025,10,יום חול,700,קרית חיים,457,13:55:00,41.0,35.0
2025,10,יום חול,1500,עכו,119,13:55:00,1226.0,214.0
2025,11,יום חול,700,קרית חיים,457,13:55:00,61.0,52.0
2025,11,יום חול,1500,עכו,119,13:55:00,1829.0,253.0
2025,10,יום חול,2100,חיפה מרכז,8039,13:56:00,153.0,9.0
2025,10,יום חול,2800,בנימינה,117,13:56:00,1285.0,1783.0
2025,10,יום חול,8800,ראש העין צפון,6629,13:56:00,24.0,26.0
2025,10,שישי,8800,ראש העין צפון,6629,13:56:00,74.0,62.0
2025,10,יום חול,9800,"רשל""צ משה דיין",648,13:56:00,645.0,242.0
2025,11,יום חול,4640,צומת חולון,320,13:56:00,51.0,1.0
2025,11,יום חול,2800,בנימינה,117,13:56:00,1670.0,2548.0
2025,11,יום חול,9800,"רשל""צ משה דיין",648,13:56:00,702.0,200.0
2025,11,שישי,8800,ראש העין צפון,6629,13:56:00,42.0,65.0
2025,10,יום חול,2200,בת גלים,167,13:57:00,971.0,258.0
2025,10,יום חול,2800,בנימינה,8139,13:57:00,105.0,89.0
2025,10,יום חול,3300,נתניה,253,13:57:00,1751.0,302.0
2025,10,יום חול,4100,בני ברק,645,13:57:00,321.0,43.0
2025,11,יום חול,3300,נתניה,253,13:57:00,2304.0,414.0
2025,11,יום חול,2200,בת גלים,167,13:57:00,1639.0,487.0
2025,11,יום חול,4100,בני ברק,645,13:57:00,511.0,95.0
2025,10,יום חול,1500,עכו,8141,13:58:00,62.0,14.0
2025,10,יום חול,2960,רעננה דרום,647,13:58:00,99.0,62.0
2025,10,יום חול,5010,רמלה,8036,13:58:00,11.0,6.0
2025,10,יום חול,5300,באר יעקב,256,13:58:00,446.0,23.0
2025,11,יום חול,2960,רעננה דרום,647,13:58:00,141.0,88.0
2025,11,יום חול,5300,באר יעקב,256,13:58:00,587.0,65.0
2025,10,יום חול,5000,לוד,916,13:59:00,0.0,260.0
2025,10,יום חול,6150,קרית מלאכי,5036,13:59:00,57.0,45.0
2025,10,יום חול,8600,"נתב""ג",6748,13:59:00,337.0,58.0
2025,10,יום חול,8550,להבים רהט,38,13:59:00,497.0,63.0
2025,10,יום חול,8600,"נתב""ג",744,13:59:00,1771.0,1134.0
2025,10,שישי,8600,"נתב""ג",6748,13:59:00,569.0,194.0
2025,11,יום חול,5000,לוד,916,13:59:00,0.0,295.0
2025,11,שישי,8600,"נתב""ג",6748,13:59:00,162.0,158.0
2025,11,יום חול,8550,להבים רהט,38,13:59:00,795.0,140.0
2025,11,יום חול,8600,"נתב""ג",744,13:59:00,1677.0,1208.0
2025,11,יום חול,6150,קרית מלאכי,5036,13:59:00,62.0,67.0
2025,10,יום חול,2300,חוף הכרמל,6077,14:00:00,0.0,11.0
2025,10,יום חול,4690,בת ים קוממיות,648,14:00:00,413.0,157.0
2025,10,שישי,2300,חוף הכרמל,6077,14:00:00,0.0,35.0
2025,11,יום חול,4690,בת ים קוממיות,648,14:00:00,441.0,166.0
2025,11,שישי,2300,חוף הכרמל,6077,14:00:00,0.0,49.0
2025,10,יום חול,1240,כפר יהושע,81,14:01:00,419.0,98.0
2025,10,יום חול,2200,בת גלים,8039,14:01:00,46.0,12.0
2025,10,יום חול,3300,נתניה,6237,14:01:00,169.0,12.0
2025,10,יום חול,4250,סגולה,6629,14:01:00,12.0,9.0
2025,10,יום חול,7300,באר שבע צפון,8860,14:01:00,8.0,0.0
2025,11,יום חול,1240,כפר יהושע,81,14:01:00,645.0,134.0
2025,10,שישי,3300,נתניה,6237,14:01:00,358.0,19.0
2025,10,שישי,4250,סגולה,6629,14:01:00,24.0,23.0
2025,11,שישי,3300,נתניה,6237,14:01:00,123.0,30.0
2025,11,שישי,4250,סגולה,6629,14:01:00,8.0,42.0
2025,10,יום חול,3310,נתניה קריית ספיר,253,14:02:00,480.0,146.0
2025,10,יום חול,3500,הרצליה,8037,14:02:00,62.0,70.0
2025,10,יום חול,5800,אשדוד עד הלום,6634,14:02:00,241.0,61.0
2025,10,שישי,5800,אשדוד עד הלום,6634,14:02:00,301.0,117.0
2025,10,יום חול,9200,הוד השרון,647,14:02:00,272.0,73.0
2025,11,יום חול,3310,נתניה קריית ספיר,253,14:02:00,874.0,228.0
2025,11,שישי,5800,אשדוד עד הלום,6634,14:02:00,174.0,125.0
2025,11,יום חול,9000,יבנה מערב,322,14:02:00,594.0,15.0
2025,11,יום חול,9200,הוד השרון,647,14:02:00,516.0,119.0
2025,10,יום חול,2820,קיסריה פרדס חנה,8139,14:03:00,14.0,8.0
2025,10,יום חול,2300,חוף הכרמל,167,14:03:00,1862.0,374.0
2025,10,יום חול,5900,אשקלון,650,14:03:00,974.0,221.0
2025,11,יום חול,2300,חוף הכרמל,167,14:03:00,2606.0,416.0
2025,10,יום חול,5000,לוד,8036,14:04:00,53.0,44.0
2025,10,יום חול,5000,לוד,256,14:04:00,709.0,228.0
2025,11,יום חול,5000,לוד,256,14:04:00,1001.0,374.0
2025,11,יום חול,5900,אשקלון,650,14:04:00,1224.0,330.0
2025,10,יום חול,300,פאתי מודיעין,115,14:05:00,6.0,433.0
2025,10,יום חול,2200,בת גלים,9037,14:05:00,72.0,1.0
2025,10,יום חול,1400,קרית מוצקין,119,14:05:00,735.0,300.0
2025,10,יום חול,3400,בית יהושע,253,14:05:00,597.0,97.0
2025,10,יום חול,8550,להבים רהט,8038,14:05:00,10.0,12.0
2025,10,יום חול,8600,"נתב""ג",168,14:05:00,1948.0,208.0
2025,10,יום חול,8700,כפר סבא,647,14:05:00,398.0,86.0
2025,11,יום חול,300,פאתי מודיעין,115,14:05:00,12.0,658.0
2025,11,יום חול,1400,קרית מוצקין,119,14:05:00,832.0,431.0
2025,11,יום חול,3400,בית יהושע,253,14:05:00,855.0,164.0
2025,11,יום חול,8600,"נתב""ג",168,14:05:00,1321.0,200.0
2025,11,יום חול,8700,כפר סבא,647,14:05:00,641.0,130.0
2025,10,יום חול,3310,נתניה קריית ספיר,6237,14:06:00,36.0,13.0
2025,10,יום חול,4170,קרית אריה,6629,14:06:00,37.0,14.0
2025,10,שישי,3310,נתניה קריית ספיר,6237,14:06:00,114.0,12.0
2025,10,שישי,4170,קרית אריה,6629,14:06:00,67.0,38.0
2025,11,שישי,3310,נתניה קריית ספיר,6237,14:06:00,82.0,5.0
2025,11,שישי,4170,קרית אריה,6629,14:06:00,20.0,28.0
2025,10,יום חול,700,קרית חיים,119,14:08:00,174.0,57.0
2025,10,יום חול,1400,קרית מוצקין,8141,14:08:00,38.0,24.0
2025,10,יום חול,2300,חוף הכרמל,8039,14:08:00,93.0,19.0
2025,10,יום חול,4660,חולון וולפסון,648,14:08:00,320.0,117.0
2025,10,יום חול,5800,אשדוד עד הלום,258,14:08:00,1541.0,388.0
2025,10,יום חול,6900,מזכרת בתיה,5036,14:08:00,80.0,68.0
2025,10,יום חול,5010,רמלה,518,14:08:00,364.0,52.0
2025,11,יום חול,2940,רעננה מערב,323,14:08:00,39.0,5.0
2025,11,יום חול,700,קרית חיים,119,14:08:00,286.0,104.0
2025,11,יום חול,5010,רמלה,518,14:08:00,637.0,77.0
2025,11,יום חול,4660,חולון וולפסון,648,14:08:00,429.0,157.0
2025,11,יום חול,5800,אשדוד עד הלום,258,14:08:00,1639.0,457.0
2025,11,יום חול,6900,מזכרת בתיה,5036,14:08:00,62.0,73.0
2025,10,יום חול,3100,חדרה מערב,8139,14:09:00,27.0,23.0
2025,10,יום חול,3400,בית יהושע,6237,14:09:00,24.0,9.0
2025,10,יום חול,5150,לוד גני אביב,256,14:09:00,276.0,92.0
2025,10,שישי,3400,בית יהושע,6237,14:09:00,93.0,20.0
2025,10,שישי,5000,לוד,6916,14:09:00,0.0,5.0
2025,11,יום חול,5150,לוד גני אביב,256,14:09:00,415.0,140.0
2025,11,שישי,5000,לוד,6916,14:09:00,0.0,41.0
2025,11,שישי,3400,בית יהושע,6237,14:09:00,133.0,15.0
2025,10,יום חול,1820,אחיהוד,6457,14:10:00,2.0,0.0
2025,10,שישי,1820,אחיהוד,6457,14:10:00,3.0,3.0
2025,11,שישי,1820,אחיהוד,6457,14:10:00,8.0,0.0
2025,10,יום חול,2100,חיפה מרכז,457,14:11:00,29.0,1347.0
2025,10,יום חול,2820,קיסריה פרדס חנה,255,14:11:00,503.0,76.0
2025,10,יום חול,4100,בני ברק,6629,14:11:00,17.0,2.0
2025,10,יום חול,5000,לוד,6916,14:11:00,0.0,23.0
2025,10,יום חול,5010,רמלה,8516,14:11:00,12.0,1.0
2025,10,יום חול,4640,צומת חולון,648,14:11:00,240.0,82.0
2025,10,יום חול,5800,אשדוד עד הלום,6240,14:11:00,138.0,7.0
2025,10,שישי,5800,אשדוד עד הלום,6240,14:11:00,188.0,16.0
2025,10,יום חול,7300,באר שבע צפון,858,14:11:00,103.0,12.0
2025,10,שישי,5000,לוד,6916,14:11:00,0.0,32.0
2025,10,יום חול,8800,ראש העין צפון,647,14:11:00,401.0,123.0
2025,10,שישי,4100,בני ברק,6629,14:11:00,60.0,13.0
2025,11,יום חול,2100,חיפה מרכז,457,14:11:00,27.0,1513.0
2025,11,יום חול,2820,קיסריה פרדס חנה,255,14:11:00,933.0,122.0
2025,11,יום חול,4640,צומת חולון,648,14:11:00,237.0,98.0
2025,11,יום חול,7300,באר שבע צפון,858,14:11:00,181.0,23.0
2025,11,יום חול,9800,"רשל""צ משה דיין",322,14:11:00,637.0,114.0
2025,11,שישי,4100,בני ברק,6629,14:11:00,22.0,10.0
2025,11,יום חול,8800,ראש העין צפון,647,14:11:00,588.0,248.0
2025,10,יום חול,700,קרית חיים,8141,14:12:00,4.0,2.0
2025,10,יום חול,2300,חוף הכרמל,9037,14:12:00,227.0,2.0
2025,10,יום חול,1260,עפולה,6079,14:13:00,32.0,3.0
2025,10,יום חול,300,פאתי מודיעין,569,14:13:00,246.0,8.0
2025,10,יום חול,2500,עתלית,167,14:13:00,357.0,157.0
2025,10,יום חול,3500,הרצליה,253,14:13:00,852.0,634.0
2025,10,יום חול,5000,לוד,518,14:13:00,322.0,170.0
2025,10,יום חול,4800,כפר חבד,256,14:13:00,493.0,87.0
2025,10,יום חול,5800,אשדוד עד הלום,650,14:13:00,855.0,684.0
2025,11,יום חול,300,פאתי מודיעין,569,14:13:00,334.0,27.0
2025,11,יום חול,2960,רעננה דרום,323,14:13:00,22.0,7.0
2025,11,יום חול,2500,עתלית,167,14:13:00,673.0,240.0
2025,10,שישי,1260,עפולה,6079,14:13:00,65.0,5.0
2025,11,יום חול,3500,הרצליה,253,14:13:00,1170.0,978.0
2025,11,יום חול,4800,כפר חבד,256,14:13:00,992.0,174.0
2025,11,יום חול,5000,לוד,518,14:13:00,432.0,242.0
2025,11,שישי,1260,עפולה,6079,14:13:00,73.0,3.0
2025,10,שישי,9000,יבנה מערב,6634,14:14:00,78.0,42.0
2025,10,יום חול,9000,יבנה מערב,6634,14:14:00,75.0,23.0
2025,11,יום חול,5800,אשדוד עד הלום,650,14:14:00,896.0,804.0
2025,11,שישי,9000,יבנה מערב,6634,14:14:00,90.0,39.0
2025,10,יום חול,7000,קרית גת,38,14:15:00,854.0,316.0
2025,11,יום חול,7000,קרית גת,38,14:15:00,1209.0,422.0
2025,11,יום חול,4690,בת ים קוממיות,322,14:15:00,265.0,69.0
2025,10,יום חול,2200,בת גלים,457,14:16:00,32.0,352.0
2025,10,יום חול,5000,לוד,8516,14:16:00,25.0,15.0
2025,11,יום חול,2200,בת גלים,457,14:16:00,37.0,536.0
2025,10,יום חול,3100,חדרה מערב,255,14:17:00,1194.0,360.0
2025,10,יום חול,3500,הרצליה,6237,14:17:00,93.0,34.0
2025,10,יום חול,4250,סגולה,647,14:17:00,231.0,14.0
2025,10,שישי,2820,קיסריה פרדס חנה,6239,14:17:00,14.0,0.0
2025,10,יום חול,9700,אופקים,8860,14:17:00,0.0,14.0
2025,10,יום חול,5010,רמלה,5036,14:17:00,54.0,56.0
2025,10,שישי,3500,הרצליה,6237,14:17:00,177.0,103.0
2025,11,יום חול,3100,חדרה מערב,255,14:17:00,1751.0,432.0
2025,11,יום חול,4250,סגולה,647,14:17:00,360.0,27.0
2025,11,יום חול,9200,הוד השרון,323,14:17:00,64.0,7.0
2025,11,יום חול,5010,רמלה,5036,14:17:00,49.0,76.0
2025,11,שישי,3500,הרצליה,6237,14:17:00,154.0,54.0
2025,11,שישי,2820,קיסריה פרדס חנה,6239,14:17:00,53.0,0.0
2025,10,יום חול,2100,חיפה מרכז,81,14:18:00,60.0,1314.0
2025,10,יום חול,3300,נתניה,8139,14:18:00,62.0,38.0
2025,10,יום חול,5410,יבנה מזרח,258,14:18:00,240.0,104.0
2025,11,יום חול,2100,חיפה מרכז,81,14:18:00,80.0,1751.0
2025,11,יום חול,5410,יבנה מזרח,258,14:18:00,442.0,150.0
2025,10,יום חול,5150,לוד גני אביב,518,14:19:00,96.0,17.0
2025,11,יום חול,5150,לוד גני אביב,518,14:19:00,159.0,27.0
2025,10,יום חול,2500,עתלית,8039,14:20:00,16.0,18.0
2025,11,יום חול,8700,כפר סבא,323,14:20:00,97.0,6.0
2025,10,יום חול,300,פאתי מודיעין,8137,14:21:00,0.0,46.0
2025,10,שישי,300,פאתי מודיעין,6137,14:21:00,6.0,168.0
2025,11,שישי,300,פאתי מודיעין,6137,14:21:00,0.0,127.0
2025,10,יום חול,1400,קרית מוצקין,6457,14:22:00,1.0,4.0
2025,10,יום חול,1500,עכו,169,14:22:00,976.0,147.0
2025,10,יום חול,4170,קרית אריה,647,14:22:00,510.0,100.0
2025,10,יום חול,5000,לוד,5036,14:22:00,102.0,188.0
2025,10,יום חול,9800,"רשל""צ משה דיין",6634,14:22:00,68.0,43.0
2025,10,שישי,1400,קרית מוצקין,6457,14:22:00,29.0,11.0
2025,10,יום חול,5150,לוד גני אביב,8516,14:22:00,8.0,3.0
2025,10,יום חול,7000,קרית גת,8038,14:22:00,42.0,16.0
2025,10,שישי,5150,לוד גני אביב,6516,14:22:00,32.0,9.0
2025,10,שישי,9800,"רשל""צ משה דיין",6634,14:22:00,112.0,89.0
2025,11,יום חול,1500,עכו,169,14:22:00,1458.0,217.0
2025,11,יום חול,4170,קרית אריה,647,14:22:00,826.0,168.0
2025,11,יום חול,5000,לוד,5036,14:22:00,45.0,201.0
2025,11,שישי,5150,לוד גני אביב,6516,14:22:00,34.0,8.0
2025,11,שישי,1400,קרית מוצקין,6457,14:22:00,17.0,21.0
2025,11,שישי,9800,"רשל""צ משה דיין",6634,14:22:00,54.0,93.0
2025,10,יום חול,2200,בת גלים,81,14:23:00,100.0,190.0
2025,10,שישי,3100,חדרה מערב,6239,14:23:00,19.0,1.0
2025,10,יום חול,5410,יבנה מזרח,6240,14:23:00,10.0,5.0
2025,10,שישי,5410,יבנה מזרח,6240,14:23:00,31.0,20.0
2025,11,יום חול,2200,בת גלים,81,14:23:00,166.0,390.0
2025,11,יום חול,4660,חולון וולפסון,322,14:23:00,428.0,107.0
2025,11,שישי,3100,חדרה מערב,6239,14:23:00,52.0,8.0
2025,10,יום חול,400,מודיעין מרכז,568,14:24:00,0.0,1060.0
2025,10,יום חול,2940,רעננה מערב,649,14:24:00,238.0,148.0
2025,10,יום חול,2300,חוף הכרמל,457,14:24:00,0.0,270.0
2025,10,יום חול,3400,בית יהושע,8139,14:24:00,7.0,13.0
2025,10,יום חול,9000,יבנה מערב,650,14:24:00,1010.0,168.0
2025,10,יום חול,5200,רחובות,258,14:24:00,1338.0,357.0
2025,11,יום חול,400,מודיעין מרכז,568,14:24:00,0.0,1496.0
2025,11,יום חול,2300,חוף הכרמל,457,14:24:00,0.0,312.0
2025,11,יום חול,2940,רעננה מערב,649,14:24:00,336.0,168.0
2025,11,יום חול,5200,רחובות,258,14:24:00,1951.0,526.0
2025,10,יום חול,700,קרית חיים,6457,14:25:00,2.0,3.0
2025,10,יום חול,1500,עכו,8041,14:25:00,14.0,14.0
2025,10,יום חול,2100,חיפה מרכז,119,14:25:00,2821.0,276.0
2025,11,יום חול,2100,חיפה מרכז,119,14:25:00,3771.0,338.0
2025,10,שישי,700,קרית חיים,6457,14:25:00,8.0,2.0
2025,11,יום חול,9000,יבנה מערב,650,14:25:00,1043.0,238.0
2025,11,שישי,700,קרית חיים,6457,14:25:00,9.0,2.0
2025,10,יום חול,2800,בנימינה,167,14:26:00,1268.0,1405.0
2025,10,יום חול,4690,בת ים קוממיות,6634,14:26:00,16.0,9.0
2025,10,שישי,4690,בת ים קוממיות,6634,14:26:00,47.0,39.0
2025,11,יום חול,2800,בנימינה,167,14:26:00,1719.0,2173.0
2025,11,יום חול,4640,צומת חולון,322,14:26:00,148.0,44.0
2025,11,שישי,4690,בת ים קוממיות,6634,14:26:00,6.0,55.0
2025,11,יום חול,8800,ראש העין צפון,323,14:26:00,62.0,22.0
2025,10,יום חול,3300,נתניה,255,14:27:00,1668.0,360.0
2025,10,יום חול,4100,בני ברק,647,14:27:00,424.0,74.0
2025,10,יום חול,6150,קרית מלאכי,38,14:27:00,658.0,201.0
2025,10,יום חול,9700,אופקים,858,14:27:00,0.0,234.0
2025,11,יום חול,4100,בני ברק,647,14:27:00,687.0,129.0
2025,11,יום חול,3300,נתניה,255,14:27:00,2279.0,550.0
2025,11,יום חול,9700,אופקים,858,14:27:00,0.0,429.0
2025,11,יום חול,6150,קרית מלאכי,38,14:27:00,896.0,270.0
2025,10,יום חול,1240,כפר יהושע,6079,14:28:00,4.0,10.0
2025,10,יום חול,2960,רעננה דרום,649,14:28:00,101.0,50.0
2025,10,יום חול,2100,חיפה מרכז,8141,14:28:00,43.0,24.0
2025,10,שישי,1240,כפר יהושע,6079,14:28:00,5.0,17.0
2025,11,יום חול,2960,רעננה דרום,649,14:28:00,170.0,82.0
2025,10,שישי,8600,"נתב""ג",6136,14:28:00,314.0,22.0
2025,11,שישי,1240,כפר יהושע,6079,14:28:00,5.0,14.0
2025,11,שישי,8600,"נתב""ג",6136,14:28:00,73.0,10.0
2025,10,יום חול,2300,חוף הכרמל,81,14:29:00,17.0,393.0
2025,10,יום חול,8600,"נתב""ג",8136,14:29:00,377.0,0.0
2025,10,יום חול,8600,"נתב""ג",746,14:29:00,1957.0,1073.0
2025,11,יום חול,2300,חוף הכרמל,81,14:29:00,22.0,470.0
2025,11,יום חול,8600,"נתב""ג",746,14:29:00,1596.0,1169.0
2025,10,יום חול,2200,בת גלים,119,14:30:00,1219.0,385.0
2025,10,יום חול,5300,באר יעקב,258,14:30:00,361.0,108.0
2025,11,יום חול,2200,בת גלים,119,14:30:00,1822.0,633.0
2025,11,יום חול,5300,באר יעקב,258,14:30:00,588.0,192.0
2025,10,יום חול,5200,רחובות,6240,14:31:00,139.0,55.0
2025,10,יום חול,9650,נתיבות,6636,14:31:00,28.0,2.0
2025,10,שישי,5200,רחובות,6240,14:31:00,234.0,73.0
2025,10,שישי,9650,נתיבות,6636,14:31:00,57.0,6.0
2025,10,יום חול,1400,קרית מוצקין,169,14:32:00,583.0,274.0
2025,10,יום חול,3310,נתניה קריית ספיר,255,14:32:00,500.0,205.0
2025,10,יום חול,9800,"רשל""צ משה דיין",650,14:32:00,1145.0,452.0
2025,10,יום חול,9200,הוד השרון,649,14:32:00,344.0,73.0
2025,10,שישי,3300,נתניה,6239,14:32:00,5.0,6.0
2025,11,יום חול,1400,קרית מוצקין,169,14:32:00,705.0,308.0
2025,11,יום חול,3310,נתניה קריית ספיר,255,14:32:00,877.0,318.0
2025,11,יום חול,4250,סגולה,323,14:32:00,46.0,1.0
2025,11,שישי,3300,נתניה,6239,14:32:00,14.0,19.0
2025,11,יום חול,9200,הוד השרון,649,14:32:00,441.0,97.0
2025,10,יום חול,3400,בית יהושע,8519,14:33:00,4.0,0.0
